dmacode,weekid,impressions_Channel_01_delayed_lag_1_decay_0.05_delay_1,impressions_Channel_02_exponential_decay_0_length_0,impressions_Channel_03_geometric_max_lag_5_length_0.05,impressions_Channel_04_exponential_decay_0.5_length_2,impressions_Channel_05_delayed_lag_1_decay_0.04_delay_1,impressions_Channel_06_delayed_lag_1_decay_0.04_delay_1,impressions_Channel_07_delayed_lag_2_decay_0.1_delay_1,impressions_Channel_08_exponential_decay_0.5_length_2,impressions_Channel_09_exponential_decay_0.5_length_2,impressions_Channel_10_null_delayed_lag_5_decay_0.6_delay_1,impressions_Channel_11_delayed_lag_1_decay_0.05_delay_1,impressions_Channel_12_delayed_lag_8_decay_0.2_delay_3,impressions_Channel_13_delayed_lag_9_decay_0.7_delay_5,target_visits,control_01,control_02,control_03,control_04,control_05,control_06,control_07
623,30,3930,288203,94361.77951,24521193.25,22358,10085,616146.1818,493259.5,282733.75,0.0,35058,466077.5795,3475659.96,3458765,1610.03,241261.54,136.3,172.14,272537.98,6.295882537,4.24
623,31,3524,309297,173254.6849,25357957.0,33016,36308,556821.4545,464892.25,210107.0,0.0,40496,390855.5368,3467011.372,3611110,1600.57,243268.08,136.17,175.14,272864.79,6.286248373,4.19
623,32,3561,397254,246460.9931,26071848.25,186089,112068,569217.0909,477470.75,145926.5,0.0,36190,63078.94778,3959360.623,3703848,1593.94,244346.41,136.08,186.69,273093.56,6.398458925,4.16
623,33,4152,615516,1501829.31,26533555.25,341846,93268,537842.0,514511.0,112289.75,0.0,188913,499.8072539,3691847.984,3855630,1590.5,244988.74,154.74,202.46,273339.45,6.246019777,5.39
623,34,49273,454406,3467924.39,26888511.5,269597,100161,505821.2727,542133.0,179249.5,0.0,299100,0.159876572,2118775.139,3825567,1587.91,245779.62,167.8,217.2,273511.57,6.434471664,5.02
623,35,70872,372769,508993.2971,26945775.75,21515,7471,579287.7273,518676.5,128595.0,0.0,265001,2.05e-06,693408.8583,3858829,1588.02,244776.98,176.94,229.88,273632.06,6.650144506,4.76
623,36,13433,282701,325195.6059,27400189.75,34021,19951,528546.0909,562807.75,108844.25,0.0,256390,0.0,132491.872,3962782,1592.86,243812.64,183.34,240.9,273716.4,6.724366818,4.58
623,37,3525,554764,214186.5678,27723981.0,31973,23462,514778.1818,635997.5,91164.5,0.0,214373,0.0,28031.76602,3984236,1636.81,245575.1,204.13,251.04,274141.49,6.640403022,5.7
623,38,2207,394351,158747.4092,28591565.25,40045,28984,521014.0,589345.0,139503.5,0.0,271360,0.0,25999.4271,4002803,1677.0,247633.82,218.69,260.65,274439.05,6.485401058,5.23
623,39,2495,186217,135731.3001,28415607.5,42404,13718,482867.7273,527963.25,163860.5,0.0,307275,0.0,24511.95314,4229833,1714.43,249179.92,228.88,271.72,274647.35,6.512776311,4.9
623,40,2751,501085,129934.0486,28667599.5,51715,20698,495493.9091,499128.75,149233.25,0.0,357116,0.211139641,60740.41191,4371666,1750.21,249774.69,236.01,281.69,274793.16,6.504313657,4.67
623,41,2783,586866,100970.3383,27715411.75,85727,36002,460185.0909,568657.25,144255.5,0.0,324196,660.0703262,197985.3753,4106199,1782.96,249441.03,241.0,292.11,274895.22,6.445040848,4.51
623,42,2808,409142,300282.8973,22498201.5,85807,79682,457094.5455,600366.5,151006.75,0.0,338078,83285.6382,422574.0668,4505721,1776.83,248607.47,246.15,299.19,275358.18,6.59505099,4.36
623,43,2874,471814,310990.4911,19433088.5,160529,47944,452419.0,604836.25,161149.75,0.0,356535,513534.1231,742515.4633,4440108,1782.74,246475.23,249.75,306.67,275682.26,6.723785318,4.25
623,44,3201,511234,290924.1707,18347230.75,152648,81331,524556.8182,612699.0,176275.5,0.0,402518,588249.7096,1448398.045,4559924,1797.08,245057.66,252.27,313.67,275909.11,6.968853286,4.17
623,45,3435,341653,230048.9874,17268743.25,69162,69127,600738.3636,597316.25,186590.25,0.0,427949,104076.6913,2407225.042,4507496,1819.74,243611.61,254.04,318.91,276067.91,6.982880561,4.12
623,46,3733,342127,360218.0788,17937860.5,127104,32281,591239.4545,553871.5,187921.25,0.0,437646,91042.68019,2569904.394,4528797,1810.15,242824.38,251.12,324.26,277322.69,6.922896756,5.33
545,71,819,51847,10205.71085,916677.75,2478,9208,37267.36364,36676.0,23036.0,28.98450505,30265,16667.43889,189383.3401,293710,358.6,426147.81,40.35,31.26,274867.97,6.479213716,4.18
545,72,696,119406,12626.55514,977565.5,3796,7239,36002.54545,36672.25,10070.25,32.21857774,30955,20131.82289,207282.9201,288940,359.04,428578.47,38.76,30.64,275134.79,6.629220493,5.15
545,73,421,52974,20381.82515,952951.75,1345,455,6811.0,32536.0,3653.75,38.77830804,29920,18045.00854,334367.5724,278517,359.93,428667.43,37.65,30.06,275321.56,6.604276618,4.74
545,74,416,93853,26836.29403,969899.25,2510,617,36783.63636,36086.25,16647.0,46.08351148,29956,5463.450455,423638.3441,285641,360.91,427942.2,36.87,29.66,275452.3,6.560092601,4.45
545,75,402,83239,32672.82015,966863.0,7522,1317,76210.09091,27823.5,23910.5,47.48411761,30230,2138.631232,364291.4781,285973,361.51,431409.54,36.32,29.34,275543.82,6.636495921,4.25
545,76,387,57062,20784.69403,908109.75,7486,1945,62373.27273,23043.5,21659.25,44.49846871,17824,2507.422595,197753.9239,257233,360.86,431136.68,35.94,28.73,275607.88,6.504525833,5.26
545,77,474,68994,23065.9378,943198.75,3472,1491,24583.36364,24697.0,22165.0,42.25985501,10037,1501.671439,63767.99382,279645,357.66,434901.93,34.0,28.54,271621.23,6.365446144,4.83
545,78,1008,121316,24255.39794,906677.5,4145,2405,31330.72727,29294.25,22504.0,39.52108757,10504,1508.186439,12926.30046,277189,354.03,437762.6,32.64,28.02,268830.57,6.379960532,4.53
545,79,3806,87144,22726.46855,941135.0,4521,1229,39741.81818,29562.0,22042.0,34.76843886,8856,1992.53883,2499.139871,261128,350.13,433577.57,31.69,27.07,266877.11,6.592935492,4.32
545,80,4476,19248,22698.47037,832376.25,4010,252,38412.27273,37660.5,30372.0,26.43799428,9548,5175.056759,7294.287825,240451,346.09,434848.05,31.02,25.85,265509.69,6.744553895,4.17
545,81,2175,18227,40781.27992,900638.0,1003,25,60043.54545,69915.0,52417.75,15.85691196,17097,19293.91087,39365.84104,295554,341.5,397706.13,28.77,23.94,271719.74,6.685150857,5.22
545,82,1115,47303,41568.56947,968131.0,906,194,81515.63636,58564.5,40723.5,6.962909462,22924,23653.03787,134914.5354,309653,336.93,371769.29,27.19,22.92,276066.78,6.801032733,4.81
545,83,360,78428,40567.68328,991580.25,1152,700,64989.36364,44992.0,27256.25,2.071846559,23194,18778.18073,282185.9228,321547,332.72,353663.5,26.09,22.93,279109.7,6.81337034,4.52
545,84,339,61285,39956.18929,962932.75,2000,1473,61042.18182,54920.5,20030.25,0.328648836,22831,4917.679752,383933.2818,295875,329.11,339339.45,25.32,23.55,281239.75,6.734665662,4.32
545,85,368,77382,38394.2141,964566.5,2042,2075,60690.63636,54540.25,19733.25,0.021536505,23602,2269.378283,343188.1385,310532,330.9,339162.62,29.07,25.38,283112.1,6.616207297,5.3
545,86,6858,118210,53572.16446,1030452.25,4929,3872,59199.54545,70893.75,20599.25,31.79925172,24463,2544.267448,187724.69,321998,332.56,337482.58,31.7,26.75,284422.75,6.619798607,4.83
545,87,19291,60792,55583.1624,1037047.75,2802,581,59332.45455,71333.5,20900.5,124.2906237,25771,3980.060406,57682.96482,315385,334.49,338378.43,33.54,27.75,285340.2,6.589848135,4.5
545,88,530,87029,66210.66591,1036961.0,562,127,67384.63636,67891.0,24198.25,229.0913834,23926,4225.962253,10447.64138,328505,337.59,338930.53,34.82,28.7,285982.42,6.50266969,4.27
545,89,294,46170,72145.64295,1012758.25,4678,651,73589.0,59353.5,37135.75,208.9477541,23408,7845.56327,6171.83646,340736,330.03,332782.62,36.13,29.33,282928.45,6.324206438,5.26
545,90,237,112175,69783.34145,1038329.0,2408,337,43576.54545,54220.0,41583.75,94.4054964,31500,24267.80278,28703.24777,344158,326.97,328760.33,37.05,30.72,280790.67,6.338042324,4.84
545,91,259,109318,60555.66876,1053006.0,2147,910,104015.0909,49601.75,32791.25,18.14745662,34495,26517.21441,95039.89055,343158,326.78,326063.48,37.69,32.0,279294.22,6.540088661,4.54
545,92,262,81290,48970.73126,1039695.5,4459,579,137186.8182,49075.5,24606.75,1.318034096,35117,19001.2494,192213.9785,356047,329.05,323231.94,38.14,33.85,278246.71,6.59216933,4.33
545,93,307,67137,39750.2784,1014119.5,2360,347,132509.8182,54898.75,22484.75,0.0,35038,11614.62287,249831.4023,370031,332.44,320418.61,38.45,35.75,277513.45,6.638686304,4.19
545,94,306,104109,147881.888,1058296.25,7838,1920,141116.0909,64055.25,35148.75,0.256445578,24902,23691.8912,229764.9192,417195,337.65,316430.53,39.73,36.41,275869.23,6.525922409,5.25
545,95,303,60814,167536.5738,1076790.25,7908,4663,236805.0909,58693.5,80840.5,0.683854876,22905,23024.99505,186811.655,373434,343.28,314170.12,40.62,37.0,274718.28,6.886598857,4.83
545,96,297,67450,156082.857,1048777.5,9435,2832,248079.0,55162.5,148669.5,1.196746032,23388,20425.78187,180045.55,347940,349.19,312156.58,41.25,38.73,273912.61,6.844565311,4.54
545,97,290,105215,145929.4217,1021246.5,10402,3148,250984.5455,60261.75,190573.25,179.652779,26065,28755.81104,178092.0845,352431,355.69,310965.86,41.69,38.33,273348.64,6.812581253,4.34
545,98,286,31039,127523.747,1056521.0,7925,7261,258069.1818,68560.5,199658.25,358.5706181,33033,46854.86744,140344.3889,362884,360.45,314205.88,41.93,37.03,273154.16,6.735164587,5.39
545,99,305,66490,161039.9901,1060530.0,11138,9112,233011.4545,67975.0,175162.0,280.2391453,35910,72709.46401,100528.749,353838,366.52,316376.12,42.1,36.47,273018.03,6.777177932,4.96
545,100,342,37285,162171.4476,1068396.5,8642,7105,249218.4545,71635.75,184623.5,100.8778926,35967,67323.00298,133641.4311,356795,373.0,318500.65,42.22,36.2,272922.74,6.845925494,4.66
545,101,346,95637,159312.4735,1020757.25,18560,10514,240686.4545,70797.5,192907.25,76.67708964,35235,64821.77371,239012.3253,347195,379.71,320315.94,42.3,35.04,272856.03,6.912548417,4.45
545,102,375,74931,147794.2242,1026800.0,21396,19554,186913.2727,75454.0,204573.75,100.769066,39091,65668.01271,318041.3292,369568,385.62,323415.35,42.36,33.81,272809.34,6.863512784,4.31
545,103,376,77272,177391.2768,1073246.25,11329,2973,207935.4545,72076.25,206232.25,61.92709079,35961,49890.27077,314364.0609,364385,379.08,325459.5,39.77,31.89,267943.41,6.843468881,3.02
545,104,336,71353,169000.6155,1078775.25,11762,8550,236543.0909,68244.25,216839.5,20.44219829,38472,57619.55692,257484.3654,362707,375.48,326940.4,37.96,30.67,264537.26,6.816770856,2.11
545,105,282,55338,145875.1256,1050837.25,25519,4140,212213.0909,68663.0,222288.0,27.14334123,40079,51015.86964,217693.0544,369223,373.19,420749.46,36.69,29.89,262152.95,6.808906978,4.125
545,106,0,83480,82987.83268,1065812.0,14828,11839,207311.1818,76805.0,221817.25,79.50147724,43104,50298.66314,228497.2363,381543,372.2,422950.87,35.8,29.34,260483.94,6.667436802,4.64
545,107,0,54208,165212.3983,1065647.75,8601,9628,204812.4545,84636.75,228017.75,176.119842,44684,50444.11541,213161.2274,383166,378.72,420509.355,35.0,29.23,268797.48,6.685256646,4.435
545,108,520,113508,182796.5213,1120810.0,6258,11351,207016.0,76512.75,216867.0,230.9098051,42922,63607.25819,149950.2211,394295,383.22,419306.545,34.44,28.69,268816.47,6.732730533,4.29
546,0,861,19402,11363.90355,966377.0,8681,1485,9994.909091,25273.0,11447.0,0.0,24903,0.023570154,53.69608934,461002,496.5486111,272893.75,90.875,57.125,219505.6044,6.434042639,3.222012845
546,1,1284,20781,9836.398074,1434915.5,49728,683,110559.0,43395.5,16710.5,0.0,24678,73.68066359,1388.280093,463280,497.71,273045.62,90.88,72.05,219505.6,6.355193282,3.22
546,2,1126,19395,8693.172467,1716220.75,28898,940,116466.0909,59917.75,21966.25,0.0,24364,9281.902929,17643.6406,439000,500.87,272481.93,90.28,83.19,218910.16,6.432823493,4.17
546,3,463,45779,8930.511278,1713271.25,19595,854,112797.8182,53871.75,21950.25,0.0,27620,55451.2582,114914.7619,427270,504.1,272575.27,89.86,88.87,218493.35,6.664830344,3.87
546,4,429,39567,6067.677321,1770665.75,17323,2055,99943.72727,52799.0,21410.75,0.0,26663,64364.17213,401005.9348,451845,507.52,271767.69,89.57,92.01,218201.58,6.582267365,3.66
546,5,651,22591,7406.532535,1771286.5,27061,2357,95886.45455,49481.0,20523.0,0.0,26708,55812.34282,807338.3669,453518,513.16,271248.22,89.36,94.03,217997.34,6.547055609,3.51
546,6,783,41474,9933.976719,1865528.5,23062,2386,101554.6364,49406.5,24489.75,0.0,26644,40510.00992,1037959.332,471630,519.95,269476.09,89.22,94.75,217854.37,6.622203492,3.41
546,7,857,20982,9652.799134,1927451.75,41621,910,99327.54545,43638.75,19231.75,0.0,26831,64298.05016,973855.9588,468731,529.46,269087.45,90.44,97.04,218772.4,6.729839849,4.31
546,8,820,26335,8251.73973,1934560.0,35235,4075,76726.36364,39131.0,13070.0,0.0,26040,70919.04771,877423.2054,476449,538.93,269199.78,91.3,98.87,219415.03,6.83930331,3.99
546,9,849,33242,11391.73866,1947367.0,32154,1924,86642.81818,35115.25,10109.75,0.0,25279,63983.04917,969557.6621,465846,547.52,268888.22,91.9,99.66,219864.87,7.034746032,3.76
546,10,535,29169,9052.137364,2020817.0,31863,1716,81782.45455,37473.5,9584.0,0.0,25621,62985.47126,1086932.247,469055,556.46,268079.69,92.32,99.36,220179.75,7.047339607,3.6
546,11,476,23469,6077.555637,2099316.5,16157,6983,73973.81818,36286.5,10843.25,0.0,22858,58247.0603,1094951.178,455810,568.44,267433.28,90.15,98.09,220809.32,6.839026806,4.48
546,12,420,17864,303.8749206,2057891.5,31950,4993,64537.18182,36320.25,11759.25,0.0,24229,38696.06212,1001967.296,476095,579.39,267468.3,88.63,95.78,221250.02,6.85946924,4.12
546,13,425,17384,28.49132234,2019599.5,47437,9918,61882.54545,35826.75,11616.25,0.0,23768,66542.68842,803696.8478,463752,589.8,267808.0,87.57,93.21,221558.51,6.889622492,3.87
546,14,476,22432,1.421135132,2052061.75,22491,2019,55584.27273,35958.75,10832.25,0.0,23747,42203.80444,644926.3067,440304,599.17,268233.29,86.83,91.37,221774.45,6.98338409,3.69
546,15,492,15340,0.068405959,2103775.75,13262,2281,54457.90909,35401.5,14151.25,0.0,21881,6945.786618,608391.2282,453789,607.62,267930.8,86.31,90.2,221925.61,7.156622425,4.63
546,16,504,16064,1408.852103,2526901.75,18963,7198,64804.45455,35439.0,13364.25,0.0,20973,603.0514453,491404.4585,496249,621.21,267531.56,86.88,89.68,222628.12,7.383873487,4.3
546,17,408,18791,79678.56748,2769025.0,2570,593,46593.18182,33564.0,11114.0,0.0,19709,784.8271779,250461.9099,480281,632.64,263873.34,87.27,89.21,223119.87,7.337253805,4.07
546,18,338,17645,77668.8014,2763043.5,8555,154,40823.36364,25230.0,10722.25,0.0,19434,2650.944818,73681.27066,471295,642.8,261346.34,87.55,88.16,223464.1,7.571095071,3.91
546,19,359,14203,82670.76469,2734149.5,29418,2188,41687.18182,19160.25,10810.5,0.0,19208,682.7990774,11360.08402,468300,652.78,259393.69,87.74,86.49,223705.06,7.63092193,3.8
546,20,368,19066,53529.75367,2657904.0,14327,1517,41801.54545,27711.25,10750.75,0.0,19155,362.5263274,821.225784,458705,652.87,257513.08,84.72,84.58,223282.92,7.395539291,4.81
546,21,348,16544,32528.34657,2663331.75,7239,0,45292.72727,30096.25,10885.5,0.0,19554,129.9364897,560.7087313,460252,654.95,258628.53,82.61,82.52,222987.42,7.221143572,4.46
546,22,437,28398,33201.55232,2776263.5,22012,798,48519.63636,31681.75,8554.75,0.0,18964,509.1745652,2052.123369,448219,658.54,259520.53,81.13,81.31,222780.57,7.207784967,4.21
546,23,389,10669,34873.01497,2444218.5,16195,2062,43505.63636,33351.75,9078.5,0.0,17465,8060.970762,13936.03697,393320,660.26,260148.68,80.09,79.18,222635.78,7.09758875,4.04
546,24,463,36743,68815.54709,2613144.0,12477,1109,37326.45455,38621.75,11804.0,0.0,19259,39742.23343,76692.05724,440014,648.3,256649.26,74.02,76.71,218135.39,6.806128912,5.04
546,25,430,25342,50226.37654,2523780.5,7543,530,46675.72727,46288.75,13261.0,0.0,18855,45700.07584,260740.9134,426183,639.52,252376.54,69.77,74.54,214985.12,6.547443755,4.65
546,26,396,34800,26971.91714,2596634.75,4779,682,48151.09091,46229.25,13911.75,0.0,18225,18077.40492,516893.8806,425872,631.8,248584.23,66.8,70.53,212779.93,6.392529473,4.38
546,27,412,22923,29936.94492,2427452.75,8221,2793,53908.45455,47971.25,15592.25,0.0,17716,43173.62114,643319.5232,370292,626.45,245122.74,64.72,68.23,211236.3,6.302893697,4.19
546,28,464,7448,48833.45166,2251081.75,9191,3949,71216.27273,53408.75,20261.25,0.0,20926,41784.21241,656379.7436,395639,619.32,241996.57,63.26,64.69,210155.76,6.315606663,4.05
546,29,568,26044,7099.503079,2522303.25,7360,2742,98411.54545,70605.25,24660.75,0.0,23631,26224.85471,716955.1938,445377,621.75,241284.37,62.25,61.43,213945.15,6.358691597,4.01
546,30,519,30919,4462.761817,2617117.75,5595,813,115281.0,63892.25,24455.0,0.0,23498,64790.11023,731641.2237,496376,622.94,240045.18,61.54,61.94,216597.72,6.34860723,3.98
546,31,466,33342,24210.63794,2724137.5,7236,3355,107709.9091,58521.0,18180.75,0.0,24629,56761.04262,735965.1011,512167,624.1,238990.63,61.04,63.87,218454.52,6.28137057,3.96
546,32,472,42535,36032.78385,2822269.75,38296,8896,107041.8182,58008.0,13754.5,0.0,23569,9284.167622,851479.7988,536968,627.22,237061.82,60.69,68.65,219754.28,6.356614628,3.94
546,33,552,64119,199786.4363,2808242.0,61986,5688,100184.6364,59914.75,11249.0,0.0,25786,73.61243145,799483.481,520238,630.72,237988.27,66.36,74.26,220752.52,6.218373282,5.1
546,34,6516,45700,460083.311,2799100.5,47366,6112,88656.18182,61524.75,16492.25,0.0,25086,0.023547519,459214.4333,494819,632.57,239293.04,70.33,77.59,221451.29,6.403032969,4.74
546,35,9370,39527,72476.37973,2811636.25,4489,673,102178.3636,59269.0,12312.5,0.0,22158,3.01e-07,148831.7769,507801,634.08,241668.88,73.11,79.55,221940.43,6.611421386,4.49
546,36,1775,30507,47937.52534,2846938.25,5616,1765,104920.0909,63585.5,10336.5,0.0,21783,0.0,27220.55533,530587,636.01,244715.72,75.06,81.75,222282.83,6.686256098,4.32
546,37,464,55184,32295.27473,2816949.0,5371,2577,105701.5455,70894.0,8928.5,0.0,13606,0.0,5541.303726,517269,642.16,246578.5,79.45,84.51,223121.33,6.627398449,5.44
546,38,292,39296,23067.60857,2807594.25,6955,3173,108698.1818,62289.5,13048.75,0.0,5603,0.0,5948.914248,518407,648.43,248913.7,82.52,87.41,223708.28,6.464468912,5.05
546,39,331,18823,18487.89519,2807486.0,7589,1324,98511.09091,51144.25,11928.5,0.0,6630,0.0,5885.748707,504491,655.17,250694.59,84.67,91.29,224119.14,6.487991371,4.78
546,40,364,49675,15263.68378,2816929.0,10307,3869,97088.27273,48500.25,12716.5,0.0,9694,0.037179448,14608.12361,426481,661.84,252884.34,86.18,94.59,224406.74,6.554687848,4.59
546,41,368,55618,11431.67367,2708771.25,15551,6298,92653.36364,55578.75,13188.75,0.0,8367,116.2322939,47523.69137,403657,668.31,255823.41,87.23,96.99,224608.06,6.527106201,4.46
546,42,371,36609,43019.48761,2103420.75,13364,8367,91272.72727,59360.75,15792.75,0.0,10070,14668.59021,100105.4104,420112,670.73,258068.24,90.39,100.03,224884.13,6.599442994,4.43
546,43,380,41303,42976.28043,1767719.75,26363,5032,88412.36364,59053.25,14812.5,0.0,11372,90787.13506,167135.7301,415810,674.11,259849.62,92.61,102.25,225077.38,6.851670528,4.41
546,44,423,47287,39801.12037,1628429.5,24832,7178,103017.0,59009.0,14982.75,0.0,20360,105380.3297,304833.5325,431185,678.3,261608.24,94.16,105.27,225212.66,7.040322866,4.4
546,45,452,30197,29179.06003,1551180.5,11896,5257,130887.6364,59202.75,14324.5,0.0,35975,18623.02428,488212.1016,443457,682.85,262049.9,95.24,107.84,225307.35,7.089009307,4.39
546,46,493,29394,45447.76341,1584382.0,21411,2880,133851.5455,55531.5,14854.0,0.0,39468,12868.64952,509281.8598,466327,668.77,264499.02,94.56,107.29,225396.45,6.936152635,5.8
546,47,523,35204,68272.69553,1617553.5,12135,2193,159788.3636,55881.5,15186.25,0.0,38048,69818.06045,367883.2712,441099,659.26,267122.51,94.08,106.34,225458.82,6.820939718,5.47
546,48,540,44106,117506.7577,1599939.5,11810,4187,188083.2727,57458.75,17754.5,0.0,37342,75247.74415,355910.9659,437123,653.74,269314.33,93.75,104.56,225502.48,6.710736831,5.24
546,49,532,68927,139084.3677,1546113.25,11699,5333,233130.3636,52498.75,20452.25,0.0,37099,18619.93187,500086.1968,399742,652.1,272756.82,93.52,103.32,225533.04,6.793978645,5.08
546,50,554,59674,124109.1965,1541712.75,13405,3952,217701.4545,50271.5,19618.25,0.0,37522,15131.2631,521685.6192,399430,684.01,274828.52,97.02,105.24,226919.79,6.878668406,6.48
546,51,582,56395,205208.6583,1577415.25,18441,3523,244268.3636,58361.25,15383.75,0.0,40031,59002.58248,392291.9231,340034,710.67,277405.59,99.47,106.99,227890.52,6.762252866,6.04
546,52,607,62358,221144.3282,1626573.25,14374,2691,288692.0,62976.0,21514.5,0.0,42085,59117.47572,362351.735,383395,732.32,280475.16,101.19,108.72,228570.03,6.619772194,5.73
546,53,22265,49070,122872.2157,1595989.75,18357,3736,304015.7273,69822.75,29634.25,0.0,49869,16696.13851,459224.8814,438905,750.42,283482.61,102.39,108.9,229045.69,6.65433604,5.52
546,54,25712,67555,122152.8554,1632491.75,34665,6099,306790.4545,78032.5,36661.75,0.0,50378,14224.48343,452199.2165,522595,766.45,285520.33,103.23,109.78,229378.65,6.656511692,5.37
546,55,11320,56181,304798.1495,1648776.5,26722,5556,305085.7273,95026.75,100749.25,0.0,37086,61714.18046,340704.2493,505460,776.68,286429.23,101.17,106.98,229710.58,6.784202252,5.3
546,56,11167,43472,295286.6328,1793230.5,51366,8088,337243.8182,102758.0,128721.0,0.0,35238,72761.54374,378359.867,545947,786.36,287281.09,99.73,103.9,229942.93,6.547255696,5.25
546,57,2946,94710,317674.7104,1787415.5,51375,7684,361667.2727,90611.75,154089.0,0.0,32610,13387.18943,541922.4653,528245,794.83,286368.01,98.72,101.58,230105.58,6.467046207,5.22
546,58,3642,131797,272519.6308,1790412.0,31416,6549,311561.8182,83288.75,157873.5,0.0,35040,3067.041978,538437.1605,521443,803.39,285473.86,98.02,98.87,230219.43,6.538558718,5.19
546,59,9866,83468,269501.8752,1801254.75,27303,9045,314079.0909,71416.0,137737.0,0.0,44333,14911.81984,387152.1619,511004,809.64,285853.2,95.75,95.35,230971.33,6.311034649,6.75
546,60,4890,84764,311417.8935,1772992.75,29524,8406,263015.9091,74844.0,113462.5,0.0,47132,14327.64986,394814.8131,497526,815.82,285052.07,94.16,92.76,231497.66,6.093314934,6.3
546,61,4579,115956,297286.7452,1766924.25,46119,8277,244329.7273,71156.25,128754.75,0.0,48418,2534.683997,557391.4482,512483,822.45,285282.95,93.05,90.67,231866.09,6.163384183,5.99
546,62,3966,95989,273590.1735,1801496.75,87374,15325,261845.4545,71419.75,154761.75,0.0,44945,3265.163642,556842.2181,522892,828.86,285756.23,92.27,89.64,232123.99,6.159173249,5.77
546,63,2091,131530,228102.0955,1805745.75,40403,10119,254022.0,71492.5,187941.25,0.0,44830,15443.69525,382190.5083,515867,834.52,285821.03,91.73,88.56,232304.52,6.129059859,7.15
546,64,1609,66289,299028.0647,1796238.5,63149,4123,280321.0,73473.5,196065.0,0.0,46740,14487.1555,350669.9737,509024,831.29,284627.85,89.52,88.03,230926.69,6.082636652,6.54
546,65,1362,150950,285690.9447,1737753.5,47215,4347,290821.2727,72081.25,174796.75,0.0,44494,2558.052896,483384.2857,506592,831.28,282555.12,87.98,81.05,229962.21,5.893095409,6.11
546,66,1416,120323,262868.1869,1737955.75,21091,3255,255248.3636,63550.0,143451.75,0.0,46827,3237.469483,486216.3932,510701,832.9,280605.29,86.9,75.94,229287.07,5.90188423,5.81
546,67,1526,99117,169864.8775,1702498.0,14356,4606,228784.6364,57418.0,124997.25,0.0,42515,14814.4196,331919.7835,457875,834.25,278916.77,86.14,71.65,228814.47,5.76322247,5.6
546,68,1512,49273,49266.23961,1514212.0,6249,5003,218290.8182,55162.0,79658.25,9.232040822,28722,13070.55288,283738.2356,442906,834.79,277444.18,82.48,67.71,228430.98,6.061589712,7.01
546,69,1342,28083,943176.3161,1409756.25,4311,7001,79912.81818,49135.75,47439.25,34.3637075,28990,2218.943833,369131.1236,451012,834.41,276188.36,79.91,64.41,228162.54,6.358647463,6.46
546,70,3141,113432,1043950.343,1617053.75,3059,1625,38965.0,57214.0,31411.5,67.53066898,26085,4006.542215,366987.5935,476696,833.8,275311.33,78.11,61.56,227974.63,6.405227853,6.08
546,71,1093,75078,1118299.173,1694791.0,4063,15663,47783.90909,54364.0,39829.0,89.27109933,25220,21936.8646,273236.4178,474516,833.96,275394.86,76.85,60.37,227843.09,6.544125807,5.81
546,72,929,178625,1250499.433,1752921.5,5049,8980,50108.90909,55553.0,17871.75,90.16335772,26597,24925.17778,310241.3893,468918,850.94,275800.01,77.77,61.32,228554.55,6.644989999,7.15
546,73,563,79321,1193806.212,1693851.25,1780,587,8449.636364,55082.75,6922.25,82.67127982,27478,23028.5701,501311.8813,460081,863.22,277321.12,78.42,62.1,229052.57,6.665152862,6.53
546,74,554,137087,1002070.361,1730436.0,2840,772,42796.36364,62914.5,23597.5,78.0880549,26615,7643.657965,625497.3979,452950,871.91,278667.15,78.87,62.86,229401.19,6.668357823,6.1
546,75,536,122632,98097.22156,1734392.75,9755,2274,87389.54545,47941.25,33192.0,76.41515155,26556,3350.24785,531103.9648,443524,877.98,278860.57,79.19,62.87,229645.22,6.743779329,5.8
546,76,519,81939,35140.18737,1610036.0,11220,3937,75419.36364,38765.75,29938.0,72.83238422,11769,4222.113502,286499.3861,378663,879.53,278523.65,79.41,61.61,229816.04,6.569755168,7.09
546,77,631,101086,35453.14659,1681127.5,4946,3106,27623.45455,40438.25,32388.75,69.28994462,11828,2533.713975,92401.46597,422563,864.01,278183.72,72.7,59.36,229247.57,6.400629622,6.47
546,78,1343,171758,35631.26439,1597300.75,5503,4607,37555.72727,50977.25,34067.0,68.55877093,11950,2133.006567,20316.01548,417408,849.9,277370.15,68.01,57.05,228849.64,6.415633566,6.03
546,79,5080,125105,33310.82858,1672463.5,5902,2305,50386.54545,52821.25,32862.75,66.70162525,10490,2651.341737,5912.778066,407466,835.68,276519.4,64.72,54.21,228571.09,6.639609284,5.72
546,80,5973,27393,35624.23704,1485408.75,5102,320,48281.72727,69550.0,43872.25,54.67290335,24292,7239.580577,12395.03084,379090,821.15,276178.87,62.42,51.51,228376.1,6.74788698,5.51
546,81,2902,27305,61376.62103,1558662.0,1233,52,74672.72727,128350.0,72812.75,36.09379141,26302,25579.7678,62269.27392,449612,783.43,268463.11,58.68,47.58,228078.48,6.725479979,6.8
546,82,1487,67058,68152.39086,1692271.0,1304,372,100643.6364,107275.0,55547.25,18.49458201,14408,30057.75647,215172.1774,486170,754.42,260557.59,56.06,45.25,227870.15,6.80646882,6.2
