dmacode,weekid,impressions_Channel_01_delayed_lag_1_decay_0.05_delay_1,impressions_Channel_02_exponential_decay_0_length_0,impressions_Channel_03_geometric_max_lag_5_length_0.05,impressions_Channel_04_exponential_decay_0.5_length_2,impressions_Channel_05_delayed_lag_1_decay_0.04_delay_1,impressions_Channel_06_delayed_lag_1_decay_0.04_delay_1,impressions_Channel_07_delayed_lag_2_decay_0.1_delay_1,impressions_Channel_08_exponential_decay_0.5_length_2,impressions_Channel_09_exponential_decay_0.5_length_2,impressions_Channel_10_null_delayed_lag_5_decay_0.6_delay_1,impressions_Channel_11_delayed_lag_1_decay_0.05_delay_1,impressions_Channel_12_delayed_lag_8_decay_0.2_delay_3,impressions_Channel_13_delayed_lag_9_decay_0.7_delay_5,target_visits,control_01,control_02,control_03,control_04,control_05,control_06,control_07
643,32,110,5913,5084.415186,377269.5,12548,2742,24270.90909,11130.5,3079.75,0.0,2744,1623.320992,229968.382,70463,314.17,0.0,13.52,10.54,190043.65,6.312227782,4.36
643,33,130,9652,43653.08285,390139.0,21320,2135,23803.0,11569.25,2576.75,0.0,2912,12.86809662,210866.6273,72468,311.16,0.0,15.75,10.98,189734.11,6.18870371,5.59
643,34,1546,7857,104104.3858,392292.0,15316,1458,21933.54545,11190.0,3179.25,0.0,3056,0.004116275,118835.8357,72176,309.33,0.0,17.32,11.14,189517.43,6.298462995,5.17
643,35,2223,5930,11974.92122,384245.5,919,225,25803.09091,10679.5,2340.75,0.0,2690,5.27e-08,37915.71817,69064,308.54,0.0,18.41,11.29,189365.75,6.491403089,4.88
643,36,421,4091,6692.047084,402405.75,1289,556,24467.63636,11651.5,1819.75,0.0,2752,0.0,6622.783876,79352,309.02,0.0,19.18,10.94,189259.58,6.541536125,4.67
643,37,109,7973,4172.602009,388630.5,1243,766,24689.72727,15933.5,1607.75,0.0,2589,0.0,1042.482709,88453,316.02,0.0,21.99,11.0,189770.66,6.475790826,5.8
643,38,70,5490,2842.967362,377438.75,1349,821,24307.09091,15100.0,2281.75,0.0,2811,0.0,1103.761604,76673,322.65,0.0,23.96,11.08,190128.42,6.33374994,5.33
643,39,79,3035,2188.417157,362661.75,2105,330,22006.0,11958.75,2360.75,0.0,2895,0.0,1126.074278,60678,328.83,0.0,25.34,11.32,190378.85,6.425680871,5.0
643,40,85,6366,1686.419235,357352.25,2214,688,22963.27273,10755.5,2157.0,0.0,3111,0.00646312,2765.022058,42027,334.05,0.0,26.3,11.82,190554.15,6.476356621,4.77
643,41,86,7458,1267.069427,339658.5,3344,966,22641.36364,10699.0,2100.0,0.0,2842,20.20528952,8474.841381,38986,338.04,0.0,26.98,12.47,190676.86,6.416860236,4.61
643,42,88,4752,6313.404225,279182.75,3168,2070,21790.81818,11068.75,2685.75,0.0,3892,2549.783772,17367.11026,44060,329.37,0.0,26.76,13.23,189943.52,6.557428344,4.41
643,43,90,5957,6330.121268,233770.5,6505,1344,23290.36364,10628.5,2897.75,0.0,3691,15764.24173,33922.46149,45437,323.84,0.0,26.61,14.4,189430.18,6.787812571,4.27
643,44,101,5888,5489.25704,220700.0,6126,2066,29111.0,10857.0,3136.25,0.0,4518,18229.78111,77516.63635,50957,320.47,0.0,26.5,10.08,189070.84,6.942153808,4.17
643,45,108,3941,3713.463434,207845.5,3010,1604,32975.0,10445.75,3345.0,0.0,4563,3213.69185,135762.165,41903,318.43,0.0,26.42,12.83,188819.3,6.905427739,4.1
643,46,119,3785,6851.824885,209746.5,5627,830,31398.0,10193.25,3515.0,0.0,4385,1884.203966,144992.0395,42362,323.53,0.0,24.59,14.79,189569.94,6.790878567,5.29
643,47,126,4956,10452.49245,215510.75,2821,329,36756.63636,10241.25,3191.5,0.0,4626,9981.671518,104378.3875,39677,326.6,0.0,23.31,15.83,190095.38,6.739483267,4.94
643,48,128,5633,16289.77767,207104.75,3314,966,43717.90909,10069.75,3820.5,0.0,4268,10319.50059,97873.38218,40554,328.22,0.0,22.41,15.88,190463.19,6.570696949,4.7
643,49,128,8744,19455.39309,200305.5,3199,1897,59733.0,9389.0,4418.5,0.0,4246,2763.984332,135565.1154,38860,328.95,0.0,21.78,15.5,190720.66,6.601899507,4.53
643,50,132,7904,16780.77352,198388.25,3586,1511,52741.72727,12052.5,4283.25,0.0,4215,2399.196661,140226.7184,42642,334.18,0.0,21.6,15.12,191412.06,6.731653313,5.78
643,51,139,8303,30365.04582,211248.75,4476,1293,57271.81818,15853.75,2951.25,0.0,3565,9938.713452,103715.6086,36804,337.89,0.0,21.47,14.75,191896.04,6.590396209,5.41
643,52,145,8582,34102.30931,218536.25,3374,1061,68421.90909,14289.5,4314.0,0.0,3636,10526.02884,97033.42423,43240,340.89,0.0,21.38,14.86,192234.83,6.474872974,5.15
643,53,5287,6624,18447.91577,216004.5,4410,1406,76130.0,15235.25,6852.75,0.0,3846,2571.265865,128219.6399,58108,343.34,0.0,21.32,15.24,192471.98,6.397800155,4.97
643,54,6105,9568,17396.34511,220221.75,9597,2162,81081.36364,15700.5,8558.5,0.0,4713,2330.290963,129369.8961,65800,345.98,0.0,21.28,15.47,192637.99,6.489069692,4.85
643,55,2686,8942,51170.42803,235056.25,8586,1810,82207.0,18086.75,20328.25,0.0,4678,10194.51477,96860.3587,66322,343.53,0.0,21.94,15.55,192044.73,6.548967305,4.78
643,56,2651,2608,50125.97704,202734.0,17150,2251,88387.0,18443.5,26359.5,0.0,4452,11769.24394,102825.5265,86547,343.08,0.0,22.4,15.05,191629.45,6.311068711,4.73
643,57,700,5355,52014.60414,162656.75,15740,2232,97964.09091,16329.75,29739.75,0.0,3969,2158.126598,143731.2759,71794,344.39,0.0,22.72,14.36,191338.75,6.239783279,4.7
643,58,866,18768,45308.93832,225202.5,8838,1776,88049.27273,15683.0,31302.0,0.0,4276,632.8132405,141104.77,72350,346.67,0.0,22.94,13.76,191135.26,6.30939006,4.68
643,59,2342,13324,43193.35456,254682.0,6786,2110,90135.81818,13643.25,28504.75,0.0,5432,3114.613024,101047.3054,78660,349.64,0.0,21.51,13.38,190528.82,6.046380644,6.08
643,60,1159,13071,48303.06643,273181.75,7240,1956,78756.72727,13399.25,23560.0,0.0,6046,3099.548632,104146.4474,87288,351.35,0.0,20.51,12.93,190104.31,5.965202423,5.67
643,61,1085,17860,46363.10219,276101.5,12335,2031,71295.09091,13268.25,25408.0,0.0,6345,552.7716851,146603.4603,94066,351.83,0.0,19.81,12.13,189807.15,6.079174733,5.39
643,62,942,15873,40130.05145,277158.0,25399,3517,78143.0,13355.25,28664.5,0.0,5582,634.5755457,144508.7154,88033,351.87,0.0,19.32,11.42,189599.14,6.095281976,5.19
643,63,498,21358,32360.89871,280765.25,11674,2582,76149.0,13654.0,33971.75,0.0,5511,2939.850995,96284.58884,81743,351.53,0.0,18.98,10.99,189453.53,6.032056955,6.46
643,64,382,11821,44976.0457,279947.75,19929,1168,81967.18182,13460.75,35796.5,0.0,5634,2907.451868,82929.19261,82279,344.1,0.0,17.57,10.96,188290.02,5.99518061,5.93
643,65,323,25869,44173.25097,267502.5,16360,1179,75706.63636,12930.0,34298.5,0.0,4895,511.9687995,112644.8762,73252,338.1,0.0,16.59,11.08,187475.57,5.840979118,5.56
643,66,336,19696,38975.5603,267320.25,4855,685,66533.36364,10776.0,27825.25,0.0,5535,617.121659,115203.3664,82865,332.74,0.0,15.9,11.51,186905.45,5.468633699,5.3
643,67,362,18960,24132.22313,265236.25,2845,1268,59131.72727,9347.75,24559.25,0.0,5364,2979.61711,80990.81217,76029,327.62,0.0,15.42,11.54,186506.37,5.617422333,5.12
643,68,360,13361,5683.95307,264140.5,1215,1358,56632.90909,8601.0,15226.0,1.025782314,3825,2519.489052,75391.62804,78173,329.87,0.0,14.9,11.3,186498.95,5.828596486,6.45
643,69,319,7660,2989.78495,254156.75,849,1973,21107.81818,8074.75,9679.25,2.991865081,3908,422.2500581,107940.7785,70692,330.58,0.0,14.54,11.51,186493.76,6.206367199,5.97
643,70,745,21642,1777.776655,264000.75,589,605,10614.0,9846.75,6661.75,6.240175741,3593,737.9893583,113974.4859,72971,330.42,0.0,14.28,11.17,186490.12,6.274431238,5.63
643,71,261,13757,1339.077734,268003.0,676,3639,12120.45455,9275.75,7747.5,8.17138191,3305,4063.676716,81982.02385,74074,329.94,0.0,14.1,11.01,186487.58,6.480632343,5.39
643,72,220,31573,2326.997661,277320.0,1183,2035,11376.09091,9256.25,3407.5,11.57779588,3305,4961.245086,77927.78624,71925,333.09,0.0,13.74,11.23,186844.06,6.613971782,6.7
643,73,132,15042,2697.49929,272230.25,441,133,2182.545455,8708.25,1269.0,15.21815955,3206,5199.351083,121458.1767,71873,334.31,0.0,13.49,11.42,187093.6,6.62869523,6.16
643,74,133,28692,6098.025983,294541.0,641,252,12213.45455,11445.75,4664.0,16.3691488,3209,1344.247183,157718.455,101791,334.1,0.0,13.31,11.37,187268.28,6.64639532,5.79
643,75,128,26946,4649.252148,307815.75,1918,377,22688.72727,8591.25,6464.0,16.2037986,3319,435.5750673,138925.3644,121554,333.01,0.0,13.19,11.26,187390.55,6.698813025,5.53
643,76,124,18221,2496.312924,286664.25,1877,440,18667.18182,9121.25,6118.0,16.17150489,1364,560.2403042,76304.09509,59843,331.26,0.0,13.1,10.58,187476.14,6.525252113,6.77
643,77,150,20218,2796.215775,286436.0,868,475,6580.636364,11289.75,6256.0,16.04677764,1325,415.5873853,24442.5237,65117,319.81,0.0,12.48,9.51,186809.3,6.366215714,6.17
643,78,320,34859,2940.410857,267513.5,909,593,8890.0,10222.5,6563.5,14.72207941,1359,300.8345729,4638.537172,63870,311.28,0.0,12.05,8.91,186342.51,6.426381813,5.75
643,79,1204,25434,2622.719453,274875.75,1013,258,11847.45455,8600.75,6524.0,11.29849773,1145,400.3937256,687.5743995,63968,304.47,0.0,11.75,8.22,186015.76,6.650011359,5.45
643,80,1417,5819,2700.885418,242213.25,963,96,12703.72727,9926.75,9320.5,6.853441037,3115,1446.68449,2447.379253,58899,298.49,0.0,11.54,7.7,185787.03,6.78652441,5.24
643,81,689,5675,9658.79654,255879.75,175,15,19120.72727,16795.25,16908.25,3.584614731,3375,5602.367982,14618.27945,68831,298.76,0.0,11.27,7.75,186278.75,6.739104356,6.47
643,82,356,13603,10442.7421,275932.75,223,68,24737.09091,14327.5,12777.75,1.747443532,4104,7060.867469,52285.67448,70843,297.0,0.0,11.09,7.52,186622.95,6.85266764,5.9
643,83,115,21845,9746.639113,277981.25,232,239,20776.18182,10545.25,8262.5,0.649519452,3800,5818.739707,112683.1684,71392,294.61,0.0,10.96,7.29,186863.89,6.829713137,5.5
643,84,111,16746,9777.384085,260102.0,355,457,19277.63636,12621.25,5651.5,0.119399092,3404,1509.888609,156000.268,66317,292.51,0.0,10.87,7.32,187032.55,6.702547645,5.22
643,85,115,20970,9241.221136,266072.25,366,771,19411.81818,13885.25,5519.0,0.008614602,4384,595.6935804,139662.4387,78229,290.85,0.0,12.22,7.52,187451.02,6.655641231,6.36
643,86,2174,31380,12775.96193,284624.25,2236,1571,18569.90909,18546.0,5994.25,9.744931979,5046,701.8256027,75856.36046,77891,290.52,0.0,13.17,8.34,187743.95,6.607292267,5.79
643,87,6115,17085,13593.94903,282431.5,1072,377,16613.45455,19223.75,5958.0,35.47497168,5551,857.9794883,23035.27987,81402,290.45,0.0,13.83,9.36,187949.0,6.60341232,5.39
643,88,166,24452,15681.14926,282465.0,146,44,19450.63636,18033.25,6438.75,66.4194048,5397,983.0548717,3808.76927,74932,290.5,0.0,14.29,10.45,188092.54,6.521684139,5.11
643,89,90,12841,18268.81002,278346.25,1110,275,22329.09091,16219.5,10318.0,62.36961623,4788,2094.12981,1687.802687,77954,294.2,0.0,14.63,10.99,188838.44,6.322908717,6.35
643,90,73,31008,17940.29309,284179.75,549,132,13575.36364,15933.75,12170.25,28.93687133,6634,6549.67005,9259.650417,78764,296.2,0.0,14.87,10.92,189360.57,6.332049666,5.89
643,91,80,30999,14784.11515,296855.25,516,355,31814.72727,14628.25,9999.25,5.640703086,7709,7657.470708,31190.9706,86475,297.36,0.0,15.04,10.46,189726.07,6.528658731,5.56
643,92,81,23001,11835.20518,301866.75,1051,224,41428.0,13729.25,7490.5,0.413500893,7841,5774.058176,60896.33408,88205,298.47,0.0,15.16,9.91,189981.92,6.653249342,5.33
643,93,94,19143,9036.30821,294642.25,620,151,38970.18182,14287.75,7079.5,0.0,7795,3179.894202,74060.93591,91469,299.82,0.0,15.24,9.67,190161.01,6.643027774,5.17
643,94,94,29690,34915.92072,304409.75,1861,900,42172.09091,17265.25,11607.0,0.0,7389,6655.469528,63094.67429,107863,298.12,0.0,16.57,9.84,190269.77,6.581431811,6.4
643,95,94,17325,35057.55112,301305.5,2079,1480,75551.27273,15804.5,22402.25,0.0,7171,7075.985033,49563.30793,90998,297.88,0.0,17.51,10.26,190345.9,6.899183223,5.82
643,96,94,20042,32150.98272,296864.5,2372,1031,72640.72727,15624.5,37531.25,0.0,7549,6397.85677,49911.02337,87536,298.25,0.0,18.16,10.67,190399.19,6.876935132,5.41
643,97,88,30257,31147.8049,290131.75,2591,1139,85909.54545,17217.5,44266.5,40.77484696,8104,7892.124481,52688.94155,97484,298.97,0.0,18.62,11.03,190436.49,6.857118205,5.13
643,98,87,9148,26272.59533,294457.25,1987,2172,86633.81818,20263.0,44774.75,90.01239802,8752,11877.56482,43991.14201,88345,303.71,0.0,18.64,11.32,190917.4,6.796574883,4.93
